受付番号,受付日,発行日,依頼者名,部,課,担当者,品番,品名,色,試験基準,製品検査,生地検査,付属,ロット
Q2726000362,2026-01-09,2026-01-13,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D16212R(T4070079BH) ,【ラクっとキレイ】エアジップスキニーL73,,しまむら,,合格,,
Q2726000432,2026-01-09,2026-01-13,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D36212R(T4070079BH) ,【ラクっとキレイ】ビーフィットパンツストレートL70,,しまむら,,合格,,
61026000510,2026-01-08,2026-01-14,厦?天地元&#36827;出口有限公司,,,,1S603WR ,,,しまむら,,合格,,
61026000509,2026-01-08,2026-01-12,祥安服装如&#19996;有限公司,岡山,,平松,BW6E1EZ/BW6B58R/BW6B68R  No.1～4:CG-50MLB No.5:CG-51MC  No.6/7:CG-48MC ,ゴム(MLB男児2Pボクサー/2Pマイクラ×チマジロBB),ターコ、ネイビー、パープル、ブラック、ブラウン、ブルー、レンガ,しまむら,合格,,,
61026000549,2026-01-08,2026-01-12,上海昊客商&#36152;有限公司,,,?山,E5630DR ,,製品、ブラック本体,しまむら,合格,合格,,
61026000582,2026-01-08,2026-01-12,上海昊客商&#36152;有限公司,,,?山,R5634PZ/F5634WZ/RT631MZ/RT632MZ/RT630PR ,生地(Tシャツ/半袖T/ロンパース),N2オートミール天竺、N2オートミールリブ,しまむら,合格,,,
61026000566,2026-01-08,2026-01-12,上海昊客商&#36152;有限公司,,,?山,RT634MZ ,,15ブラウン、67ネイビー、N3グレー(杢),しまむら,合格,,,
61026000599,2026-01-08,2026-01-12,上海昊客商&#36152;有限公司,,,,E5631DR ,ハーフZIPTシャツ,63サックス、N9ブラック、N9ブラック本体、紫テープ、ホワイトテープ,しまむら,合格,合格,,
Q2726000398,2026-01-08,2026-01-12,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y4630MR/Y4631MR ,天竺,15、N1、N2、N3,しまむら,合格,,,
Q2726000304,2026-01-08,2026-01-12,?庄超越&#38024;&#32455;制衣有限公司,キッズカジュアル,,キッズカジュアル,G5630BR ,ブルーイ OE天竺 Tシャツ,03本体、03リブ,しまむら,合格,,,
Q2726000123,2026-01-08,2026-01-13,青&#23707;紫?国&#38469;&#36152;易有限公司,ライフグッズ,,ライフグッズ,1P6129A ,ポーチ,N9製品、黒裏地,しまむら,合格,合格,,
Q2726000306,2026-01-08,2026-01-12,&#28493;坊&#27719;?服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y9623MA/Y9624MA/Y9625MA ,生地,03、35、65,しまむら,合格,,,
Q2726000308,2026-01-08,2026-01-12,青&#23707;&#21326;杉&#36152;易有限公司,ジーンズカジュアル,,ジーンズカジュアル,DM6361R(KCA13036) ,メンズパンツ,69、N9,しまむら,合格,,,
Q2726000310,2026-01-08,2026-01-12,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y463TMA ,ショートパンツ,白刺繍、白シックテープ、白テープ、黄刺繍、黄テープ、黒本体、黒紐、ピンク刺繍、ピンクテープ、ブラウン紐,しまむら,合格,合格,,
Q2726000302,2026-01-08,2026-01-12,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,R5631BR ,シャツ,63サックス、N2オートミール、N7チャコール,しまむら,,合格,,
Q2726000285,2026-01-08,2026-01-09,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9L62FLR/9L62P4R/9L62Q4R/9N62ARR/9N62CRR/9L628RR/9L627RR ,インナー,10、50、67、N3、N7、N9,しまむら,合格,,,
Q2726000125,2026-01-08,2026-01-12,青&#23707;紫?国&#38469;&#36152;易有限公司,ライフグッズ,,ライフグッズ,1T6978R ,エコバッグ,33製品、ブルー無地,しまむら,合格,合格,,
Q2726000124,2026-01-08,2026-01-12,青&#23707;紫?国&#38469;&#36152;易有限公司,ライフグッズ,,ライフグッズ,1P6998R ,巾着,65,しまむら,,合格,,
Q2726000126,2026-01-08,2026-01-12,青&#23707;紫?国&#38469;&#36152;易有限公司,ライフグッズ,,ライフグッズ,1T6109A ,エコバッグ,N0製品,しまむら,,合格,,
Q2726000127,2026-01-08,2026-01-12,青&#23707;紫?国&#38469;&#36152;易有限公司,ライフグッズ,,ライフグッズ,1T6119A ,トートバッグ,65ブルー,しまむら,,合格,,
Q2726000128,2026-01-08,2026-01-13,青&#23707;紫?国&#38469;&#36152;易有限公司,ライフグッズ,,ライフグッズ,1T6988R ,折りたたみ買い物バッグ,03ピンク本体、03ピンク製品、白パイピング,しまむら,合格,合格,,
61526000742,2026-01-08,2026-01-12,??浅叶有限公司,岡山,,高木,G4630WR ,CECILMcBEEファーチャーム,N3グレー,しまむら,合格,合格,,
Q2726000342,2026-01-08,2026-01-12,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,R5630BR ,Tシャツ,63サックス,しまむら,,合格,,
Q2726000346,2026-01-08,2026-01-12,青&#23707;&#21326;杉&#36152;易有限公司,ジーンズカジュアル,,ジーンズカジュアル,DZ6231B(KCA13036) ,メンズパンツ,N9,しまむら,合格,,,
Q2726000348,2026-01-08,2026-01-12,青&#23707;&#21326;杉&#36152;易有限公司,ジーンズカジュアル,,ジーンズカジュアル,DM6362R
(RB036-1) ,メンズパンツ,N6、N9,しまむら,合格,,,
Q2726000329,2026-01-08,2026-01-12,高密亨利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,966204R ,胸二重インナー,N9×ゴールド製品、N9×シルバー製品、ブラック本体,しまむら,合格,合格,,
Q2726000260,2026-01-07,2026-01-09,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,Z5630ZA ,T SHIRT,N9B本体、N9B製品、ブラックリブ,しまむら,合格,合格,,
Q2726000283,2026-01-07,2026-01-09,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,95620RR/95620CR/956244R/956254R/95624ER/95623XR ,生地,03針抜天竺、03クロッチ、03テープ、67天竺、67針抜天竺、67クロッチ、67テープ、N0天竺、N0針抜天竺、N0テープ、N3天竺、N3針抜天竺、N3クロッチ、N7テープ、N9天竺、N9針抜天竺、N9クロッチ、N9テープ、白×黒ゴムCONVERSE、白×黒ゴムMcBEE、白×黒ゴムReebko、紫×グレー
ゴムrope、黒×白ゴムEAST、黒肩ゴム、グレー×白
ゴムCecil、グレー×白肩ゴム、グレー肩ゴム、サックス×グレー
ゴムrope、ピンク肩ゴム,しまむら,合格,,,
61026000433,2026-01-07,2026-01-09,上海昊客商&#36152;有限公司,,,?山,E5630RZ/E5631RZ ,,N0ホワイト、N1アイスグレー、N9ブラック,しまむら,合格,,,
Q2726000295,2026-01-07,2026-01-09,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,R5632BR ,Tシャツ,10製品、オフホワイトリブ,しまむら,合格,合格,,
Q2726000279,2026-01-07,2026-01-09,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9M623HR ,タンクトップ,03ピンク製品、10オフホワイト製品、N3グレー製品、N9ブラック本体、N9ブラック製品,しまむら,合格,合格,,
Q2726000293,2026-01-07,2026-01-09,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,R5633BR ,Tシャツ,03ピンク,しまむら,,合格,,
Q2726000213,2026-01-07,2026-01-09,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9L62ERA ,ハーフトップ+ショーツ,10ショーツ、10ハーフトップ、N6ショーツ、N6ハーフトップ、N9ショーツ、N9ハーフトップ、白刺繍、白クロッチ、黒×白ゴム、黒刺繍、黒本体、黒カップ、ベージュ
カップ、ライトグレー刺繍,しまむら,合格,合格,,
61526000501,2026-01-07,2026-01-09,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,F5620WR ,,N2オートミールニットテープ、N9ブラックニットテープ、製品N9ブラック、イエロー刺繍、パープル刺繍、ブルー刺繍,しまむら,合格,合格,,
Q2725015814,2026-01-07,2026-01-09,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,6661H8R ,パジャマ,13上衣、13下衣、13肩テープ、13リブ、白シックテープ,しまむら,合格,合格,,
Q2726000211,2026-01-06,2026-01-08,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9L62DRA ,ハーフトップ+ショーツ,10ショーツ、10ハーフトップ、N9ショーツ、N9ハーフトップ、白刺繍、黒本体、黒カップ、黒テープ、グレー刺繍、グレーゴム、チャコールテープ、ベージュカップ,しまむら,合格,合格,,
Q2726000215,2026-01-06,2026-01-08,大?&#39536;毅服&#39280;科技&#21457;展有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9G620DR ,パンツ,17身生地、17マチ、N9身生地、N9マチ,しまむら,合格,,,
Q2726000207,2026-01-06,2026-01-08,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,Z4622ZR ,紳士パンツ,N8ひも、N8本体、N8製品、N8リブ,しまむら,合格,合格,,
Q2726000200,2026-01-06,2026-01-07,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9N623HR/9N624HR/9N62AHR/9N62BHR ,附属,10ゴム1.5cm、14ゴム1.5cm、15ゴム1.5cm、17ゴム1.5cm、55ゴム1.5cm、67ゴム1.5cm、N3ゴム1.5cm、N7ゴム1.5cm、N9ゴム1.5cm、黒カップ、ベージュカップ,しまむら,合格,,,
Q2726000199,2026-01-06,2026-01-07,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,A6535RR/A4633RR ,生地,03、N0、N9,しまむら,合格,,,
Q2725015858,2026-01-06,2026-01-09,青&#23707;承越皮革制品有限公司,ライフグッズ,,ライフグッズ,1R4641R ,ランリュック,05本体,しまむら,合格,,,
Q2726000202,2026-01-06,2026-01-08,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9M621DR/9L620CR/9L621CR/9L622CR/9L623CR/9L624CR/9N624CR ,生地,10、N3、N7、N9,しまむら,合格,,,
Q2726000204,2026-01-06,2026-01-08,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,G5637UR/G5638UR ,生地,03淡、03濃、白レース,しまむら,合格,,,
61026000354,2026-01-06,2026-01-21,江?嘉晟&#36827;出口&#36152;易有限公司,岡山,,唐木,5K61B8R ,,N8クロ、N8クロ刺繍、N9ブラック、N9ブラック/N8クロ本体、N9ブラック刺繍,しまむら,合格,合格,,
61026000334,2026-01-06,2026-01-09,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1X6111R ,,,しまむら,,合格,,
61026000293,2026-01-06,2026-01-09,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1X602FR ,,,しまむら,,合格,,
61026000279,2026-01-06,2026-01-09,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1X601FR ,,,しまむら,,合格,,
61026000345,2026-01-06,2026-02-02,江?嘉晟&#36827;出口&#36152;易有限公司,岡山,,唐木,5K61A8R ,,03ピンク、54エメG、67ネイビー、N8クロ、N9ブラック,しまむら,合格,合格,,
61026000359,2026-01-06,2026-01-30,江?嘉晟&#36827;出口&#36152;易有限公司,岡山,,唐木,5G6DA8Z ,ブルーイ 女児アンクル丈ソックス3P,A-1 63サックス、A-2 03ピンク、A-3 83パープル,しまむら,合格,合格,,
Q2726000196,2026-01-06,2026-01-07,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9M626HR/9M627HR/9M628HR/
9M62DHR/9M62EHR/9M62FHR ,生地,10、14B-2、14B-21、55、N3、N7、N9、白、ブラック、ベージュ,しまむら,合格,,,
61026000351,2026-01-06,2026-01-29,江?嘉晟&#36827;出口&#36152;易有限公司,岡山,,唐木,5G6D18Z  ,ブルーイ 男児アンクル丈ソックス3P,25オレンジ、65ブルー、83パープル,しまむら,合格,合格,,
61026000370,2026-01-06,2026-01-29,江?嘉晟&#36827;出口&#36152;易有限公司,岡山,,唐木,5G6DN8Z ,ブルーイ ベビーアンクル丈ソックス3P,A-1 63サックス、A-2 25オレンジ、A-3 N3グレー、B-1 65ブルー、B-2 25オレンジ、B-3 N3グレー,しまむら,合格,合格,,
Q2726000217,2026-01-06,2026-01-08,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,RT63KPZ ,カバーオール,N0、N2、N3,しまむら,合格,,,
Q2726000194,2026-01-06,2026-01-08,高密市明&#35802;服&#39280;有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9H620MR/9H620QR/9H621QR/9H622QR/9H623QR/9H624QR/9H625QR ,ショーツ,アイボリー、サックス、ブラック,しまむら,合格,,,
61026000110,2026-01-05,2026-01-08,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1S618PB ,,,,,合格,,
61026000200,2026-01-05,2026-01-13,如皋帝晨服&#39280;有限公司,岡山,,伊藤,216119R ,ArnoldPalmerミニ裏毛長袖長パンツ(パジャマ),製品、グレーボーダー本体、ワッペン,しまむら,合格,合格,,
Q2725015758,2026-01-05,2026-01-07,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y4620WR ,パンツ,N9本体、白紐、白シックテープ、紺紐、赤紐,しまむら,合格,合格,,
Q2726000091,2026-01-05,2026-01-07,高密亨利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,96621QR ,胸二重タンクトップ,N0総柄製品、N0ワンポイント製品、サックスリボン,しまむら,合格,合格,,
Q2726000093,2026-01-05,2026-01-07,高密亨利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,96620QR ,胸二重,紫リボン、黒×紫製品、黒×ピンク製品,しまむら,合格,合格,,
Q2726000033,2026-01-05,2026-01-07,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9L625RR ,ハーフトップ+ショーツ,10ゴム、10ショーツ、10ハーフトップ、N3ゴム、N3ショーツ、N3ハーフトップ、N9ゴム、N9ショーツ、N9ハーフトップ、黒本体,しまむら,合格,合格,,
61026000177,2026-01-05,2026-01-08,如皋帝晨服&#39280;有限公司,岡山,,伊藤,21611CR ,,67ネイビー、67ネイビー本体、67ネイビー衿口リブ、67ネイビー袖口リブ,しまむら,合格,合格,,
61026000199,2026-01-05,2026-01-08,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1X6131R ,,,しまむら,,合格,,
61026000169,2026-01-05,2026-01-07,如皋帝晨服&#39280;有限公司,岡山,,出口,21631SR GNE-575M-A GNE-575S-A  GNE-575R ,,05レッド、09エンジ、35イエロー、64スカイブルー、65ブルー、67ネイビー、68ダークブルー、N3グレー、N9ブラック,しまむら,合格,,,
Q2726000166,2026-01-05,2026-01-07,青&#23707;屹??工&#36152;有限?任公司,レディ－スカジュアル,,レディ-スカジュアル,PO5133B ,マタニティ半袖POLOワンピース,78本体、78リブ、N5本体、N5リブ,しまむら,合格,,,
